user_id,order_time,category,quantity,amount
U0036,2024-08-26 11:18:00,服装鞋帽,4,422.4
U0201,2024-06-02 09:52:00,食品饮料,9,661.95
U0129,2024-08-04 20:42:00,数码电子,9,11427.21
U0131,2024-08-16 19:43:00,服装鞋帽,6,5385.84
U0275,2024-04-10 19:58:00,服装鞋帽,1,231.12
U0057,2024-11-06 08:46:00,家居日用,8,4873.04
U0149,2024-03-21 14:36:00,图书文具,6,1765.62
U0089,2024-09-24 22:58:00,数码电子,9,42507.81
U0047,2024-10-14 17:15:00,食品饮料,7,
U0086,2024-09-06 14:13:00,美妆个护,7,1347.22
U0176,2024-11-23 09:58:00,美妆个护,2,904.28
U0103,2024-09-29 21:30:00,服装鞋帽,2,2661.9
U0171,2024-07-01 14:43:00,食品饮料,4,636.76
U0210,2024-06-09 20:41:00,家居日用,2,58.56
U0170,2024-02-03 21:58:00,美妆个护,2,1129.32
U0227,2024-02-08 21:51:00,美妆个护,1,253.12
U0245,2024-08-23 16:15:00,家居日用,9,5552.46
U0065,2024-06-25 10:44:00,图书文具,8,717.92
U0146,2024-10-19 16:47:00,食品饮料,5,988.05
U0073,2024-10-31 16:23:00,家居日用,10,6404.1
U0198,2024-10-21 15:45:00,服装鞋帽,2,551.08
U0052,2024-09-16 18:07:00,家居日用,6,2940.66
U0107,2024-08-13 16:25:00,食品饮料,1,191.67
U0262,2024-01-05 12:53:00,食品饮料,9,1673.19
U0241,2024-03-01 18:41:00,服装鞋帽,2,1504.08
U0145,2024-08-03 10:31:00,服装鞋帽,6,5674.32
U0089,2024-11-24 11:13:00,美妆个护,2,570.62
U0123,2024-01-29 16:02:00,食品饮料,2,346.22
U0009,2024-02-09 16:04:00,服装鞋帽,2,1260.86
U0038,2024-11-23 18:04:00,数码电子,2,902.36
U0176,2024-10-10 12:12:00,食品饮料,2,203.1
U0224,2024-11-13 20:50:00,数码电子,3,5314.98
U0040,2024-12-12 20:44:00,食品饮料,6,639.9
U0168,2024-04-01 08:58:00,服装鞋帽,9,4688.91
U0045,2024-12-10 12:41:00,家居日用,6,956.94
U0133,2024-08-22 20:57:00,食品饮料,3,529.26
U0160,2024-12-28 12:29:00,数码电子,4,11212.4
U0077,2024-01-12 14:01:00,美妆个护,1,344.71
U0223,2024-12-19 19:23:00,美妆个护,3,283.5
U0074,2024-08-20 09:27:00,家居日用,5,454.9
U0196,2024-12-17 11:49:00,家居日用,1,619.08
U0193,2024-01-22 17:55:00,服装鞋帽,2,2622.32
U0192,2024-06-23 20:11:00,家居日用,3,1438.71
U0007,2024-01-29 18:32:00,图书文具,3,238.47
U0026,2024-08-13 20:03:00,食品饮料,3,279.06
U0039,2024-09-27 14:28:00,美妆个护,4,2028.68
U0175,2024-03-24 13:10:00,服装鞋帽,3,4283.31
U0236,2024-04-01 20:20:00,美妆个护,4,1002.4
U0257,2024-02-27 19:37:00,数码电子,3,612.33
U0281,2024-10-06 19:17:00,家居日用,8,1086.4
U0145,2024-04-02 12:07:00,服装鞋帽,2,2297.42
U0181,2024-01-24 19:57:00,服装鞋帽,4,4803.64
U0153,2024-08-09 21:06:00,食品饮料,4,355.64
U0166,2024-11-14 13:53:00,美妆个护,5,1811.75
U0072,2024-03-04 20:16:00,美妆个护,2,829.32
U0095,2024-06-14 18:44:00,食品饮料,1,190.77
U0267,2024-08-01 10:23:00,食品饮料,1,25.04
U0046,2024-06-08 22:15:00,图书文具,6,402.3
,2024-07-20 15:31:00,数码电子,1,2612.67
U0289,2024-08-20 20:29:00,食品饮料,4,299.08
U0103,2024-07-12 13:38:00,数码电子,10,40129.0
U0106,2024-10-31 15:10:00,美妆个护,3,1619.43
U0009,2024-09-18 16:38:00,食品饮料,2,374.72
U0178,2024-12-13 21:19:00,图书文具,7,1399.58
U0208,2024-11-09 13:25:00,服装鞋帽,9,2439.72
U0014,2024-01-12 14:11:00,美妆个护,9,4730.67
U0122,2024-05-26 14:45:00,家居日用,8,5590.0
U0183,2024-10-14 10:43:00,数码电子,6,21660.3
U0150,2024-02-06 15:40:00,服装鞋帽,3,449.52
U0243,2024-02-04 20:28:00,图书文具,1,252.93
U0213,2024-06-07 17:23:00,家居日用,5,1416.45
U0020,2024-05-31 09:48:00,服装鞋帽,9,6072.84
U0117,2024-12-19 11:01:00,数码电子,4,8550.08
U0243,2024-07-04 13:11:00,服装鞋帽,2,1916.78
U0225,2024-12-20 17:07:00,家居日用,7,3567.97
U0014,2024-11-29 09:54:00,美妆个护,5,300.5
U0041,2024-11-13 13:59:00,美妆个护,8,2848.48
U0084,2024-05-09 14:05:00,食品饮料,9,1746.36
U0066,2024-06-11 12:04:00,食品饮料,8,974.0
U0164,2024-10-27 14:46:00,服装鞋帽,10,1380.4
U0270,2024-03-20 17:28:00,数码电子,9,19646.01
U0276,2024-09-20 18:11:00,食品饮料,9,338.13
U0284,2024-04-30 18:36:00,美妆个护,5,2367.2
U0120,2024-02-13 15:27:00,图书文具,4,338.32
U0130,2024-10-19 11:25:00,美妆个护,1,90.82
U0198,2024-09-01 18:04:00,食品饮料,1,119.01
U0012,2024-10-02 12:49:00,服装鞋帽,2,1010.0
U0285,2024-07-03 14:30:00,服装鞋帽,2,1067.4
U0294,2024-12-05 14:44:00,家居日用,2,338.92
U0008,2024-12-06 08:54:00,美妆个护,6,3141.12
U0086,2024-06-23 09:00:00,数码电子,10,1367.0
U0145,2024-01-26 15:46:00,食品饮料,8,1280.96
U0289,2024-01-01 10:30:00,图书文具,5,1008.8
U0090,2024-08-07 09:49:00,图书文具,9,2345.4
U0089,2024-06-24 20:08:00,美妆个护,9,749.52
U0098,2024-04-11 21:03:00,图书文具,3,729.93
U0082,2024-10-05 10:44:00,服装鞋帽,1,206.71
U0089,2024-07-31 22:00:00,家居日用,10,3229.8
U0093,2024-10-31 08:34:00,家居日用,6,406.92
U0110,2024-11-25 09:45:00,食品饮料,3,332.28
U0117,2024-08-08 17:24:00,家居日用,5,1625.35
U0293,2024-10-26 11:14:00,服装鞋帽,7,8575.63
U0021,2024-04-16 14:15:00,美妆个护,9,3597.48
U0051,2024-09-27 11:20:00,美妆个护,6,797.04
U0052,2024-01-27 20:46:00,家居日用,3,1406.82
U0106,2024-06-06 09:01:00,食品饮料,4,662.08
U0263,2024-12-16 19:09:00,美妆个护,7,1338.82
U0241,2024-10-24 15:35:00,家居日用,4,315.04
U0172,2024-06-21 17:46:00,服装鞋帽,7,6774.88
U0277,2024-08-01 19:08:00,数码电子,9,29256.3
U0121,2024-05-04 17:07:00,食品饮料,10,548.5
U0068,2024-02-19 15:18:00,家居日用,7,3761.52
U0146,2024-06-12 17:32:00,数码电子,5,4408.35
U0108,2024-08-13 08:54:00,美妆个护,1,123.5
U0293,2024-05-22 10:27:00,服装鞋帽,10,4076.2
U0077,2024-09-10 16:01:00,服装鞋帽,7,7363.02
U0042,2024-05-04 14:40:00,食品饮料,7,500.57
U0019,2024-03-08 17:37:00,数码电子,7,27121.36
U0036,2024-08-19 12:32:00,家居日用,3,980.82
U0070,2024-07-14 20:48:00,家居日用,2,1077.98
U0027,2024-06-08 12:07:00,图书文具,8,1576.08
U0300,2024-02-27 10:21:00,图书文具,2,596.54
U0258,2024-04-11 08:34:00,数码电子,7,16469.39
U0264,2024-05-29 19:57:00,家居日用,5,742.45
U0287,2024-10-29 16:54:00,数码电子,9,37061.46
U0012,2024-05-24 19:07:00,家居日用,3,2227.41
U0237,2024-10-05 19:50:00,图书文具,5,1112.35
U0248,2024-12-29 08:56:00,图书文具,5,162.05
U0231,2024-10-14 08:52:00,家居日用,6,815.1
U0142,2024-10-18 08:22:00,数码电子,2,3871.0
U0258,2024-09-05 16:00:00,服装鞋帽,3,1840.68
U0154,2024-07-14 09:54:00,图书文具,3,710.85
U0143,2024-12-07 19:36:00,家居日用,10,4059.1
U0049,2024-02-11 13:17:00,美妆个护,3,1233.3
U0158,2024-05-13 10:15:00,家居日用,9,2383.2
U0163,2024-03-06 18:01:00,服装鞋帽,2,2874.52
U0256,2024-09-22 16:01:00,食品饮料,6,397.08
U0095,2024-09-26 08:45:00,图书文具,4,613.04
U0025,2024-05-20 12:33:00,美妆个护,2,627.08
U0079,2024-03-08 20:59:00,家居日用,4,1428.84
U0160,2024-12-14 18:01:00,家居日用,7,910.7
U0005,2024-09-22 16:01:00,图书文具,2,44.1
U0056,2024-03-23 16:34:00,美妆个护,9,4265.64
U0263,2024-03-20 19:32:00,家居日用,4,3189.56
U0273,2024-04-10 14:59:00,家居日用,4,2112.08
U0231,2024-06-26 22:36:00,家居日用,3,901.59
U0092,2024-01-14 14:36:00,美妆个护,6,3474.12
U0183,2024-03-02 18:20:00,图书文具,6,489.84
U0138,2024-11-09 15:38:00,美妆个护,1,207.63
U0242,2024-07-31 12:17:00,美妆个护,4,941.68
U0188,2024-07-09 12:51:00,美妆个护,10,937.8
U0034,2024-02-21 19:17:00,服装鞋帽,9,8394.3
U0042,2024-01-21 17:12:00,食品饮料,9,224.28
U0120,2024-05-08 09:59:00,美妆个护,1,507.71
U0232,2024-10-03 19:10:00,数码电子,8,35846.64
U0200,2024-03-19 08:59:00,美妆个护,3,243.9
U0087,2024-04-10 15:12:00,食品饮料,7,1012.76
U0109,2024-05-31 08:04:00,家居日用,5,1581.0
U0228,2024-05-18 11:14:00,服装鞋帽,7,8275.75
U0051,2024-09-17 12:29:00,图书文具,8,665.52
U0038,2024-04-20 19:16:00,食品饮料,9,715.32
U0049,2024-10-18 21:03:00,图书文具,9,1754.55
U0119,2024-07-08 22:49:00,数码电子,5,3349.55
U0258,2024-09-25 12:31:00,家居日用,2,222.4
U0271,2024-09-29 15:17:00,食品饮料,9,704.88
U0124,2024-04-23 13:51:00,图书文具,4,163.36
U0288,2024-06-22 08:55:00,美妆个护,3,1228.32
U0222,2024-04-28 14:48:00,家居日用,9,3957.93
U0149,2024-05-28 21:07:00,图书文具,8,1356.4
U0151,2024-08-23 18:21:00,图书文具,9,2533.77
U0285,2024-09-25 09:01:00,美妆个护,5,2205.35
U0283,2024-02-19 22:14:00,服装鞋帽,7,8860.81
U0278,2024-06-19 12:32:00,服装鞋帽,6,5163.48
U0030,2024-10-21 19:46:00,食品饮料,5,181.05
U0186,2024-05-23 15:00:00,家居日用,5,3531.75
U0104,2024-08-11 17:33:00,服装鞋帽,9,7613.73
U0231,2024-08-06 18:01:00,食品饮料,9,1017.63
U0086,2024-08-21 17:57:00,图书文具,1,8.25
U0121,2024-01-20 18:15:00,服装鞋帽,7,5049.59
U0211,2024-04-10 17:03:00,美妆个护,4,1755.2
U0024,2024-08-14 17:36:00,图书文具,5,27.75
U0202,2024-02-07 21:03:00,家居日用,9,2846.34
U0273,2024-04-28 14:03:00,美妆个护,3,172.86
U0186,2024-02-24 11:03:00,图书文具,8,1636.48
U0082,2024-06-07 19:59:00,服装鞋帽,1,965.64
U0211,2024-05-31 20:11:00,图书文具,10,2137.7
U0192,2024-01-19 20:35:00,图书文具,7,1553.79
U0146,2024-11-14 11:48:00,服装鞋帽,9,12615.12
U0161,2024-07-16 11:19:00,服装鞋帽,6,8921.76
U0124,2024-03-15 14:08:00,数码电子,5,4815.8
U0061,2024-05-17 09:02:00,美妆个护,1,359.77
U0118,2024-07-16 08:58:00,美妆个护,3,1696.77
U0035,2024-10-28 17:50:00,美妆个护,5,1494.65
U0074,2024-07-10 12:35:00,图书文具,10,287.8
U0231,2024-10-21 09:34:00,食品饮料,8,1178.0
U0297,2024-06-30 21:59:00,家居日用,9,5432.31
U0152,2024-02-05 12:29:00,家居日用,10,2329.3
U0220,2024-06-11 14:27:00,图书文具,8,2340.64
U0182,2024-04-15 16:12:00,图书文具,9,1339.47
U0184,2024-04-16 11:17:00,数码电子,9,15860.79
U0178,2024-01-07 13:14:00,数码电子,8,22113.52
U0143,2024-07-17 12:41:00,数码电子,8,10702.24
U0165,2024-11-09 12:17:00,美妆个护,3,1321.77
U0161,2024-06-26 12:03:00,数码电子,9,38344.95
U0289,2024-03-21 15:33:00,家居日用,10,4386.1
U0086,2024-06-25 08:33:00,图书文具,6,1529.04
U0005,2024-01-02 13:47:00,食品饮料,2,48.04
U0144,2024-05-04 14:21:00,家居日用,8,5053.68
U0294,2024-02-28 17:34:00,服装鞋帽,1,326.0
U0277,2024-01-20 17:03:00,图书文具,4,632.88
U0232,2024-07-31 22:21:00,家居日用,9,4072.86
U0284,2024-01-26 08:01:00,食品饮料,8,763.76
U0044,2024-04-06 17:51:00,服装鞋帽,6,3460.44
U0279,2024-03-29 18:49:00,服装鞋帽,3,2035.14
U0267,2024-09-24 17:07:00,家居日用,9,4196.7
U0085,2024-03-12 14:08:00,图书文具,8,1267.68
U0268,2024-09-19 10:44:00,服装鞋帽,2,556.44
U0220,2024-05-08 14:07:00,美妆个护,5,1376.95
U0246,2024-10-01 16:11:00,服装鞋帽,7,10161.76
U0063,2024-04-18 14:52:00,美妆个护,2,232.5
U0102,2024-08-10 18:54:00,服装鞋帽,5,4264.2
U0196,2024-10-07 11:33:00,数码电子,5,24343.05
U0265,2024-05-13 10:59:00,家居日用,9,3439.98
U0213,2024-08-03 09:21:00,服装鞋帽,10,3891.8
U0156,2024-09-04 17:32:00,美妆个护,3,307.02
U0041,2024-11-02 22:17:00,数码电子,9,19851.75
U0150,2024-09-29 12:43:00,服装鞋帽,3,227.22
U0272,2024-03-06 10:39:00,家居日用,7,994.21
U0148,2024-05-03 08:07:00,服装鞋帽,4,5214.36
U0294,2024-05-22 22:20:00,服装鞋帽,9,4291.2
U0142,2024-02-08 16:34:00,家居日用,2,1048.22
U0134,2024-09-07 18:22:00,服装鞋帽,2,1374.34
U0038,2024-05-21 11:52:00,图书文具,3,380.28
U0084,2024-10-07 15:23:00,图书文具,10,2900.4
U0150,2024-03-23 21:50:00,服装鞋帽,10,10579.9
U0284,2024-06-21 14:13:00,食品饮料,7,762.09
U0275,2024-04-29 13:52:00,美妆个护,4,303.96
U0286,2024-09-21 08:55:00,家居日用,9,5952.42
U0227,2024-11-29 21:40:00,家居日用,4,2812.08
U0002,2024-12-26 20:45:00,图书文具,9,2670.84
U0255,2024-07-01 20:48:00,图书文具,3,251.97
U0050,2024-09-11 12:04:00,家居日用,5,2415.95
U0201,2024-11-19 10:16:00,数码电子,8,38250.64
U0008,2024-10-27 14:46:00,家居日用,6,2119.98
U0047,2024-01-15 16:18:00,数码电子,4,8978.92
U0232,2024-01-21 10:37:00,家居日用,9,5085.72
U0132,2024-11-06 14:27:00,家居日用,4,1255.04
U0067,2024-12-07 19:01:00,数码电子,7,34440.07
U0072,2024-03-27 13:05:00,图书文具,9,52.74
U0061,2024-09-24 13:25:00,服装鞋帽,8,3048.96
U0093,2024-04-18 08:34:00,图书文具,3,411.0
U0177,2024-05-20 20:37:00,食品饮料,1,47.72
U0043,2024-12-18 17:38:00,美妆个护,5,1758.95
U0106,2024-12-28 13:40:00,食品饮料,8,175.84
U0041,2024-01-17 15:20:00,服装鞋帽,7,6124.51
U0039,2024-07-10 18:45:00,服装鞋帽,1,603.11
U0019,2024-11-27 15:07:00,美妆个护,5,848.7
U0240,2024-10-27 17:38:00,家居日用,10,5799.0
U0153,2024-12-12 21:22:00,图书文具,7,118.72
U0146,2024-11-19 21:32:00,家居日用,2,165.8
U0239,2024-03-24 08:32:00,家居日用,10,2636.5
U0041,2024-09-14 22:28:00,食品饮料,10,755.7
U0266,2024-07-28 10:53:00,食品饮料,9,315.81
U0259,2024-03-24 13:26:00,美妆个护,2,654.8
U0296,2024-09-14 08:40:00,图书文具,3,412.23
U0213,2024-03-02 08:30:00,食品饮料,7,1149.82
U0294,2024-10-10 12:53:00,服装鞋帽,2,1247.46
U0073,2024-05-01 21:59:00,家居日用,2,627.1
U0195,2024-06-04 19:14:00,食品饮料,7,470.26
U0048,2024-06-08 17:58:00,食品饮料,6,855.54
U0167,2024-10-16 15:27:00,美妆个护,7,718.9
U0056,2024-11-16 08:46:00,家居日用,3,90.3
U0126,2024-10-31 08:37:00,美妆个护,8,1851.68
U0116,2024-07-22 13:00:00,家居日用,1,121.04
U0067,2024-03-15 20:03:00,数码电子,6,27791.4
U0234,2024-02-20 09:05:00,服装鞋帽,5,2275.95
U0122,2024-05-04 12:41:00,家居日用,5,1922.35
U0134,2024-07-14 09:59:00,食品饮料,1,22.2
U0059,2024-05-05 11:16:00,美妆个护,6,2004.12
U0165,2024-10-31 20:33:00,美妆个护,6,979.26
U0042,2024-12-19 20:50:00,数码电子,1,2561.86
U0021,2024-10-26 18:38:00,家居日用,3,421.62
