user_id,Recency,Frequency,Monetary,Recency_scaled,Frequency_scaled,Monetary_scaled
U0156,67,7,47391.530000000006,0.21069182389937108,0.2857142857142857,0.3802378480187381
U0157,108,4,88110.11,0.33962264150943394,0.14285714285714285,0.7079817931567381
U0158,4,5,5906.48,0.012578616352201259,0.19047619047619047,0.04632458406780479
U0159,309,3,2779.86,0.9716981132075472,0.09523809523809523,0.02115841241478119
U0160,3,6,67626.48000000001,0.009433962264150943,0.23809523809523808,0.5431090076385032
U0161,35,6,58814.189999999995,0.11006289308176101,0.23809523809523808,0.4721788649296919
U0162,9,9,30054.3,0.02830188679245283,0.38095238095238093,0.24069044341953813
U0163,35,6,8801.83,0.11006289308176101,0.23809523809523808,0.069629262952857
U0164,5,7,4167.48,0.015723270440251572,0.2857142857142857,0.032327369022609645
U0165,24,10,24861.28,0.07547169811320754,0.42857142857142855,0.19889181335973405
U0166,18,11,28306.510000000002,0.05660377358490566,0.47619047619047616,0.22662247764389606
U0167,9,5,14567.58,0.02830188679245283,0.19047619047619047,0.11603779811492365
U0168,27,8,20320.06,0.08490566037735849,0.3333333333333333,0.16233952301612217
U0169,36,5,40845.45,0.11320754716981132,0.19047619047619047,0.32754843487149765
U0170,119,3,29350.86,0.3742138364779874,0.09523809523809523,0.235028453223223
U0171,43,6,12500.080000000002,0.13522012578616352,0.23809523809523808,0.09939648580558441
U0172,6,8,19265.12,0.018867924528301886,0.3333333333333333,0.15384830850216116
U0173,3,12,71507.06,0.009433962264150943,0.5238095238095238,0.5743438050853596
U0174,21,5,20450.88,0.0660377358490566,0.19047619047619047,0.16339249350043064
U0175,12,9,57173.82,0.03773584905660377,0.38095238095238093,0.45897552298392613
U0176,38,4,7731.9400000000005,0.11949685534591195,0.14285714285714285,0.061017715854119886
U0177,123,5,17344.94,0.3867924528301887,0.19047619047619047,0.13839277521551202
U0178,18,7,45587.77,0.05660377358490566,0.2857142857142857,0.36571937958290063
U0179,32,6,11202.310000000001,0.10062893081761007,0.23809523809523808,0.08895073205676157
U0180,8,13,38831.2,0.025157232704402517,0.5714285714285714,0.3113357319360265
U0181,7,13,102943.02,0.0220125786163522,0.5714285714285714,0.827371920250485
U0182,31,12,55268.37,0.09748427672955975,0.5238095238095238,0.44363855150154136
U0183,3,7,33490.57,0.009433962264150943,0.2857142857142857,0.26834898864285767
U0184,85,6,24977.260000000002,0.2672955974842767,0.23809523809523808,0.19982533664952232
U0185,52,2,4939.91,0.16352201257861634,0.047619047619047616,0.03854465988940671
U0186,12,8,41815.229999999996,0.03773584905660377,0.3333333333333333,0.3353541963473627
U0187,2,6,34139.11,0.006289308176100629,0.23809523809523808,0.27356908861146656
U0188,175,6,48905.54,0.550314465408805,0.23809523809523808,0.3924241180305701
U0189,6,8,31734.25,0.018867924528301886,0.3333333333333333,0.2542123648773735
U0190,175,2,895.66,0.550314465408805,0.047619047619047616,0.005992482231827365
U0191,41,3,26019.83,0.1289308176100629,0.09523809523809523,0.20821698500470867
U0192,41,9,23820.12,0.1289308176100629,0.38095238095238093,0.19051151409782757
U0193,29,5,51588.31,0.09119496855345911,0.19047619047619047,0.4140177400011268
U0194,30,10,29448.579999999998,0.09433962264150944,0.42857142857142855,0.2358150017305355
U0195,124,7,49686.37,0.389937106918239,0.2857142857142857,0.39870902051690693
U0196,8,5,28294.690000000002,0.025157232704402517,0.19047619047619047,0.22652733843640083
U0197,100,5,40630.05,0.31446540880503143,0.19047619047619047,0.32581467977044243
U0198,45,7,17605.11,0.14150943396226415,0.2857142857142857,0.14048688415070953
U0199,4,3,6803.17,0.012578616352201259,0.09523809523809523,0.053542043963650705
U0200,32,5,7955.459999999999,0.10062893081761007,0.19047619047619047,0.06281682885406353
U0201,34,6,66601.87999999999,0.1069182389937107,0.23809523809523808,0.5348619998551178
U0202,231,4,11552.22,0.7264150943396226,0.14285714285714285,0.09176715846070879
U0203,174,6,22136.899999999998,0.5471698113207547,0.23809523809523808,0.1769632724023857
U0204,108,6,42247.42,0.33962264150943394,0.23809523809523808,0.3388328946627065
U0205,1,4,1346.5700000000002,0.0031446540880503146,0.14285714285714285,0.009621857870716925
U0206,50,5,11869.86,0.15723270440251572,0.19047619047619047,0.0943238435595908
U0207,66,5,11786.11,0.20754716981132076,0.19047619047619047,0.09364973961477475
U0208,36,9,53435.020000000004,0.11320754716981132,0.38095238095238093,0.4288819130868729
U0209,9,11,40077.82,0.02830188679245283,0.47619047619047616,0.3213697792158662
U0210,19,10,24794.44,0.059748427672955975,0.42857142857142855,0.1983538180442534
U0211,28,10,21372.02,0.0880503144654088,0.42857142857142855,0.1708067515031512
U0212,210,4,13872.220000000001,0.660377358490566,0.14285714285714285,0.11044084385740388
U0213,150,6,9263.94,0.4716981132075472,0.23809523809523808,0.07334878741779957
U0214,26,11,18127.17,0.08176100628930817,0.47619047619047616,0.14468894630510548
U0215,0,6,24861.0,0.0,0.23809523809523808,0.19888955963908272
U0216,262,3,12844.37,0.8238993710691824,0.09523809523809523,0.10216767681645861
U0217,24,6,18854.079999999998,0.07547169811320754,0.23809523809523808,0.15053984658601566
U0218,25,6,29569.53,0.07861635220125786,0.23809523809523808,0.23678852856188476
U0219,69,3,9835.85,0.2169811320754717,0.09523809523809523,0.07795209233815469
U0220,38,11,24556.03,0.11949685534591195,0.47619047619047616,0.1964348553996732
U0221,10,4,994.36,0.031446540880503145,0.14285714285714285,0.006786918761419522
U0222,0,8,25285.56,0.0,0.3333333333333333,0.20230684406667795
U0223,12,7,41189.22,0.03773584905660377,0.2857142857142857,0.33031544040116223
U0224,48,2,5777.419999999999,0.1509433962264151,0.047619047619047616,0.04528577982759036
U0225,11,6,12411.28,0.03459119496855346,0.23809523809523808,0.09868173439902125
U0226,51,6,26130.77,0.16037735849056603,0.23809523809523808,0.20910994132277305
U0227,4,9,18441.39,0.012578616352201259,0.38095238095238093,0.147218103816032
U0228,29,4,11038.84,0.09119496855345911,0.14285714285714285,0.08763496164650392
U0229,91,7,24694.19,0.2861635220125786,0.2857142857142857,0.1975469055610557
U0230,21,8,61542.22,0.0660377358490566,0.3333333333333333,0.4941367847455308
U0231,4,12,13263.67,0.012578616352201259,0.5238095238095238,0.10554262349181819
U0232,50,8,50425.06,0.15723270440251572,0.3333333333333333,0.40465473804521923
U0233,12,7,21665.31,0.03773584905660377,0.2857142857142857,0.17316744339539114
U0234,37,5,16239.39,0.11635220125786164,0.19047619047619047,0.129494200693824
U0235,182,4,6121.18,0.5723270440251572,0.14285714285714285,0.04805270486723171
U0236,6,10,40964.75,0.018867924528301886,0.42857142857142855,0.32850868084900875
U0237,75,11,29934.91,0.2358490566037736,0.47619047619047616,0.2397294730318177
U0238,2,8,39876.83,0.006289308176100629,0.3333333333333333,0.31975201023833094
U0239,131,9,55768.759999999995,0.4119496855345912,0.38095238095238093,0.44766619177552935
U0240,46,5,56051.51000000001,0.14465408805031446,0.19047619047619047,0.4499420471832517
U0241,44,8,13566.64,0.13836477987421383,0.3333333333333333,0.10798122972657538
U0242,129,8,28877.13,0.4056603773584906,0.3333333333333333,0.23121539935125043
U0243,158,3,5956.110000000001,0.4968553459119497,0.09523809523809523,0.04672405605325221
U0244,8,6,37138.68,0.025157232704402517,0.23809523809523808,0.29771263451895136
U0245,1,5,54449.54,0.0031446540880503146,0.19047619047619047,0.4370477869268104
U0246,54,9,30172.07,0.16981132075471697,0.38095238095238093,0.2416383744234902
U0247,43,6,8154.95,0.13522012578616352,0.23809523809523808,0.06442252432810953
U0248,2,6,3276.8500000000004,0.006289308176100629,0.23809523809523808,0.02515868608086028
U0249,43,6,6357.71,0.13522012578616352,0.23809523809523808,0.04995653538743873
U0250,34,3,7300.68,0.1069182389937107,0.09523809523809523,0.0575465031109394
U0251,53,3,3315.46,0.16666666666666666,0.09523809523809523,0.02546945806067338
U0252,131,4,30450.84,0.4119496855345912,0.14285714285714285,0.2438821948019543
U0253,48,8,59663.44,0.1509433962264151,0.3333333333333333,0.4790144801551848
U0254,186,1,1966.16,0.5849056603773585,0.0,0.014608939221983435
U0255,146,5,5743.47,0.4591194968553459,0.19047619047619047,0.04501251619861719
U0256,85,7,52790.04,0.2672955974842767,0.2857142857142857,0.4236904675665451
U0257,64,6,13031.84,0.20125786163522014,0.23809523809523808,0.10367662328254414
U0258,91,7,67520.44,0.2861635220125786,0.2857142857142857,0.542255491431837
U0259,42,12,43343.29,0.1320754716981132,0.5238095238095238,0.3476535548418773
U0260,8,5,32555.9,0.025157232704402517,0.19047619047619047,0.2608258276386642
U0261,89,2,23525.28,0.279874213836478,0.047619047619047616,0.18813834625198206
U0262,83,4,6267.48,0.2610062893081761,0.14285714285714285,0.04923027390754916
U0263,15,5,83704.54,0.04716981132075472,0.19047619047619047,0.6725213499786701
U0264,41,7,7203.93,0.1289308176100629,0.2857142857142857,0.05676776213588326
U0265,95,6,13424.130000000001,0.29874213836477986,0.23809523809523808,0.1068341664050741
U0266,156,3,1777.1399999999999,0.49056603773584906,0.09523809523809523,0.013087516802292355
U0267,79,8,26215.75,0.24842767295597484,0.3333333333333333,0.20979394554045025
U0268,103,4,6624.4400000000005,0.3238993710691824,0.14285714285714285,0.052103445777895836
U0269,31,4,12863.94,0.09748427672955975,0.14285714285714285,0.10232519579198159
U0270,8,4,42792.619999999995,0.025157232704402517,0.14285714285714285,0.3432212107309298
U0271,93,8,28449.16,0.29245283018867924,0.3333333333333333,0.227770667825723
U0272,300,3,3589.2599999999998,0.9433962264150944,0.09523809523809523,0.027673274897576445
U0273,14,22,104255.03,0.0440251572327044,1.0,0.8379322917924323
U0274,90,5,26060.8,0.2830188679245283,0.19047619047619047,0.20854675263001152
U0275,2,13,26852.76,0.006289308176100629,0.5714285714285714,0.2149212405122385
U0276,30,6,71664.23,0.09433962264150944,0.23809523809523808,0.5756088667809625
U0277,152,5,31185.089999999997,0.4779874213836478,0.19047619047619047,0.24979217475993848
U0278,32,8,19393.93,0.10062893081761007,0.3333333333333333,0.15488510049179405
U0279,26,9,52910.65,0.08176100628930817,0.38095238095238093,0.42466125773710345
U0280,44,8,27469.18,0.13836477987421383,0.3333333333333333,0.2198828065261311
U0281,7,8,17176.77,0.0220125786163522,0.3333333333333333,0.13703917449432143
U0282,134,5,27361.43,0.42138364779874216,0.19047619047619047,0.21901552652548717
U0283,54,10,70468.41,0.16981132075471697,0.42857142857142855,0.5659837088192918
U0284,156,9,18042.97,0.49056603773584906,0.38095238095238093,0.14401122030924268
U0285,97,4,12806.55,0.3050314465408805,0.14285714285714285,0.10186326354848316
U0286,7,10,33602.57,0.0220125786163522,0.42857142857142855,0.26925047690338777
U0287,50,6,72080.0,0.15723270440251572,0.23809523809523808,0.5789554004781107
U0288,2,5,15477.19,0.006289308176100629,0.19047619047619047,0.12335925112082358
U0289,22,9,23199.489999999998,0.06918238993710692,0.38095238095238093,0.18551606178414184
U0290,9,7,11434.33,0.02830188679245283,0.2857142857142857,0.0908182615764776
U0291,34,4,13358.640000000001,0.1069182389937107,0.14285714285714285,0.10630703724273377
U0292,29,6,81246.3,0.09119496855345911,0.23809523809523808,0.6527349705004065
U0293,26,11,51148.08,0.08176100628930817,0.47619047619047616,0.4104743277070807
U0294,26,9,28424.51,0.08176100628930817,0.38095238095238093,0.22757225991838312
U0295,147,3,5507.12,0.46226415094339623,0.09523809523809523,0.04311013449882887
U0296,36,5,7998.870000000001,0.11320754716981132,0.19047619047619047,0.06316623604504222
U0297,183,4,52395.37,0.5754716981132075,0.14285714285714285,0.4205137678184789
U0299,103,4,6644.27,0.3238993710691824,0.14285714285714285,0.05226305749402362
U0300,76,6,7433.74,0.2389937106918239,0.23809523809523808,0.05861750336045847
