user_id,Recency,Frequency,Monetary,Recency_scaled,Frequency_scaled,Monetary_scaled,cluster,user_segment
U0075,76,6,47193.03,0.2389937106918239,0.238095238095238,0.3786401210569949,1,高价值用户
U0076,52,9,11965.97,0.1635220125786163,0.3809523809523809,0.0950974331731581,0,中等价值用户
U0077,73,10,33629.68,0.2295597484276729,0.4285714285714285,0.26946868535645,0,中等价值用户
U0078,52,3,11231.84,0.1635220125786163,0.0952380952380952,0.0891884190954531,0,中等价值用户
U0079,129,8,21716.38,0.4056603773584906,0.3333333333333333,0.1735785059441882,2,低流失风险用户
U0080,52,5,6149.41,0.1635220125786163,0.1904761904761904,0.0482799282028992,0,中等价值用户
U0081,41,5,11130.93,0.1289308176100629,0.1904761904761904,0.0883761942707201,0,中等价值用户
U0082,42,9,11426.43,0.1320754716981132,0.3809523809523809,0.0907546744581009,0,中等价值用户
U0083,33,7,10552.96,0.1037735849056603,0.2857142857142857,0.0837241123962684,0,中等价值用户
U0084,1,8,13224.72,0.0031446540880503,0.3333333333333333,0.1052291148512142,0,中等价值用户
U0085,232,3,20391.78,0.7295597484276729,0.0952380952380952,0.1629167974629544,2,低流失风险用户
U0086,82,8,11713.53,0.2578616352201258,0.3333333333333333,0.0930655430259419,0,中等价值用户
U0087,149,5,24134.46,0.4685534591194968,0.1904761904761904,0.1930416374890332,2,低流失风险用户
U0088,42,7,44076.02,0.1320754716981132,0.2857142857142857,0.3535513003163257,1,高价值用户
U0089,37,10,72479.93,0.1163522012578616,0.4285714285714285,0.5821744379784125,1,高价值用户
U0090,9,6,9775.73,0.0283018867924528,0.238095238095238,0.0774681863183058,0,中等价值用户
U0091,88,3,22523.38,0.2767295597484276,0.0952380952380952,0.1800740508214006,2,低流失风险用户
U0092,12,6,28311.13,0.0377358490566037,0.238095238095238,0.2266596640346428,0,中等价值用户
U0093,57,7,13008.69,0.1792452830188679,0.2857142857142857,0.1034902888786934,0,中等价值用户
U0094,45,7,13392.48,0.1415094339622641,0.2857142857142857,0.106579415481451,0,中等价值用户
U0095,61,14,49471.38,0.1918238993710692,0.6190476190476191,0.3969785655068054,1,高价值用户
U0096,137,4,1920.81,0.4308176100628931,0.1428571428571428,0.014243916966492,2,低流失风险用户
U0097,145,5,15304.81,0.4559748427672956,0.1904761904761904,0.1219717640998398,2,低流失风险用户
U0098,168,5,5956.08,0.5283018867924528,0.1904761904761904,0.0467238145831824,2,低流失风险用户
U0099,19,5,4768.7,0.0597484276729559,0.1904761904761904,0.0371665902011445,0,中等价值用户
U0100,105,5,21724.71,0.330188679245283,0.1904761904761904,0.1736455541335651,2,低流失风险用户
U0101,140,3,50091.42,0.440251572327044,0.0952380952380952,0.4019692689091186,2,低流失风险用户
U0102,4,2,4419.8,0.0125786163522012,0.0476190476190476,0.0343582932895467,0,中等价值用户
U0103,37,9,82020.79000000001,0.1163522012578616,0.3809523809523809,0.6589688423119955,1,高价值用户
U0104,26,10,36963.03,0.0817610062893081,0.4285714285714285,0.296298827260361,1,高价值用户
U0105,46,7,5480.82,0.1446540880503144,0.2857142857142857,0.0428984457376508,0,中等价值用户
U0106,3,10,7137.22,0.0094339622641509,0.4285714285714285,0.056230813190705,0,中等价值用户
U0107,21,9,52833.38999999999,0.0660377358490566,0.3809523809523809,0.4240393918173841,1,高价值用户
U0108,34,6,11938.04,0.1069182389937107,0.238095238095238,0.0948726245381885,0,中等价值用户
U0109,50,4,16179.69,0.1572327044025157,0.1428571428571428,0.1290136752549521,0,中等价值用户
U0110,36,6,38543.21,0.1132075471698113,0.238095238095238,0.3090176997561152,0,中等价值用户
U0111,9,8,60869.7,0.0283018867924528,0.3333333333333333,0.4887236697011405,1,高价值用户
U0112,1,5,3923.76,0.0031446540880503,0.1904761904761904,0.0303656661756775,0,中等价值用户
U0113,48,4,4045.6,0.1509433962264151,0.1428571428571428,0.031346356619097,0,中等价值用户
U0114,111,2,14731.16,0.3490566037735849,0.0476190476190476,0.1173544539154371,2,低流失风险用户
U0115,53,7,51543.44,0.1666666666666666,0.2857142857142857,0.413656581266752,1,高价值用户
U0116,23,5,11374.51,0.0723270440251572,0.1904761904761904,0.0903367702573266,0,中等价值用户
U0117,12,8,13689.6,0.0377358490566037,0.3333333333333333,0.1089709350526002,0,中等价值用户
U0118,42,9,62026.81,0.1320754716981132,0.3809523809523809,0.4980372507827654,1,高价值用户
U0119,175,4,27433.02,0.550314465408805,0.1428571428571428,0.219591754602017,2,低流失风险用户
U0120,40,7,3317.27,0.1257861635220125,0.2857142857142857,0.0254840267548837,0,中等价值用户
U0121,140,4,40868.45,0.440251572327044,0.1428571428571428,0.3277335619249994,2,低流失风险用户
U0122,139,7,31797.19,0.4371069182389937,0.2857142857142857,0.254718969083782,2,低流失风险用户
U0123,67,6,11729.82,0.210691823899371,0.238095238095238,0.0931966612738351,0,中等价值用户
U0124,61,4,43515.24,0.1918238993710692,0.1428571428571428,0.3490375807918608,0,中等价值用户
U0125,7,8,101010.19,0.0220125786163522,0.3333333333333333,0.8118145670844099,1,高价值用户
U0126,21,6,18285.13,0.0660377358490566,0.238095238095238,0.145960366712546,0,中等价值用户
U0127,79,6,30130.8,0.2484276729559748,0.238095238095238,0.2413061920974895,0,中等价值用户
U0128,79,8,56004.09,0.2484276729559748,0.3333333333333333,0.449560363492945,1,高价值用户
U0129,31,7,28588.11,0.0974842767295597,0.2857142857142857,0.2288890766989431,0,中等价值用户
U0130,73,8,17208.79,0.2295597484276729,0.3333333333333333,0.1372969035488051,0,中等价值用户
U0131,109,5,14853.83,0.3427672955974842,0.1904761904761904,0.1183418250307874,2,低流失风险用户
U0132,2,9,12034.92,0.0062893081761006,0.3809523809523809,0.095652411883547,0,中等价值用户
U0133,41,5,61592.31999999999,0.1289308176100629,0.1904761904761904,0.4945400397620714,1,高价值用户
U0134,19,11,58346.65,0.0597484276729559,0.4761904761904761,0.4684156343821183,1,高价值用户
U0135,137,5,16244.9,0.4308176100628931,0.1904761904761904,0.1295385506966411,2,低流失风险用户
U0136,165,4,38015.26,0.5188679245283019,0.1428571428571428,0.3047682289780181,2,低流失风险用户
U0137,20,11,31805.47,0.0628930817610062,0.4761904761904761,0.2547856148230427,0,中等价值用户
U0138,47,12,22995.550000000003,0.1477987421383647,0.5238095238095238,0.1838745482497444,0,中等价值用户
U0139,9,7,12111.41,0.0283018867924528,0.2857142857142857,0.0962680800714751,0,中等价值用户
U0140,11,4,5517.75,0.0345911949685534,0.1428571428571428,0.0431956953935559,0,中等价值用户
U0141,10,10,19273.54,0.0314465408805031,0.4285714285714285,0.1539160811017474,0,中等价值用户
U0142,74,4,19085.22,0.2327044025157232,0.1428571428571428,0.1524002929836846,0,中等价值用户
U0143,24,7,21617.33,0.0754716981132075,0.2857142857142857,0.1727812522637819,0,中等价值用户
U0144,15,9,25227.64,0.0471698113207547,0.3809523809523809,0.2018406458519466,0,中等价值用户
U0145,39,13,26050.65,0.1226415094339622,0.5714285714285714,0.208465055256401,0,中等价值用户
U0146,10,9,66856.09,0.0314465408805031,0.3809523809523809,0.5369081367364514,1,高价值用户
U0147,111,6,8789.65,0.3490566037735849,0.238095238095238,0.0695312261045243,2,低流失风险用户
U0148,85,5,14953.47,0.2672955974842767,0.1904761904761904,0.1191438276225661,0,中等价值用户
U0149,62,10,91657.3,0.1949685534591195,0.4285714285714285,0.7365331337180756,1,高价值用户
U0150,3,10,21558.1,0.0094339622641509,0.4285714285714285,0.1723045098560033,0,中等价值用户
U0151,68,6,14138.48,0.2138364779874214,0.238095238095238,0.1125839712167676,0,中等价值用户
U0152,10,6,36525.3,0.0314465408805031,0.238095238095238,0.2927755374721303,0,中等价值用户
U0153,19,4,38442.6,0.0597484276729559,0.1428571428571428,0.30820788963208,0,中等价值用户
U0154,8,9,18106.71,0.0251572327044025,0.3809523809523809,0.1445242637175122,0,中等价值用户
U0155,89,6,28216.01,0.279874213836478,0.238095238095238,0.2258940429333784,0,中等价值用户
U0156,67,7,47391.530000000006,0.210691823899371,0.2857142857142857,0.3802378480187381,1,高价值用户
U0157,108,4,88110.11,0.3396226415094339,0.1428571428571428,0.7079817931567381,1,高价值用户
U0158,4,5,5906.48,0.0125786163522012,0.1904761904761904,0.0463245840678047,0,中等价值用户
U0159,309,3,2779.86,0.9716981132075472,0.0952380952380952,0.0211584124147811,2,低流失风险用户
U0160,3,6,67626.48000000001,0.0094339622641509,0.238095238095238,0.5431090076385032,1,高价值用户
U0161,35,6,58814.19,0.110062893081761,0.238095238095238,0.4721788649296919,1,高价值用户
U0162,9,9,30054.3,0.0283018867924528,0.3809523809523809,0.2406904434195381,0,中等价值用户
U0163,35,6,8801.83,0.110062893081761,0.238095238095238,0.069629262952857,0,中等价值用户
U0164,5,7,4167.48,0.0157232704402515,0.2857142857142857,0.0323273690226096,0,中等价值用户
U0165,24,10,24861.28,0.0754716981132075,0.4285714285714285,0.198891813359734,0,中等价值用户
U0166,18,11,28306.51,0.0566037735849056,0.4761904761904761,0.226622477643896,0,中等价值用户
U0167,9,5,14567.58,0.0283018867924528,0.1904761904761904,0.1160377981149236,0,中等价值用户
U0168,27,8,20320.06,0.0849056603773584,0.3333333333333333,0.1623395230161221,0,中等价值用户
U0169,36,5,40845.45,0.1132075471698113,0.1904761904761904,0.3275484348714976,0,中等价值用户
U0170,119,3,29350.86,0.3742138364779874,0.0952380952380952,0.235028453223223,2,低流失风险用户
U0171,43,6,12500.080000000002,0.1352201257861635,0.238095238095238,0.0993964858055844,0,中等价值用户
U0172,6,8,19265.12,0.0188679245283018,0.3333333333333333,0.1538483085021611,0,中等价值用户
U0173,3,12,71507.06,0.0094339622641509,0.5238095238095238,0.5743438050853596,1,高价值用户
U0174,21,5,20450.88,0.0660377358490566,0.1904761904761904,0.1633924935004306,0,中等价值用户
U0175,12,9,57173.82,0.0377358490566037,0.3809523809523809,0.4589755229839261,1,高价值用户
U0176,38,4,7731.94,0.1194968553459119,0.1428571428571428,0.0610177158541198,0,中等价值用户
U0177,123,5,17344.94,0.3867924528301887,0.1904761904761904,0.138392775215512,2,低流失风险用户
U0178,18,7,45587.77,0.0566037735849056,0.2857142857142857,0.3657193795829006,1,高价值用户
U0179,32,6,11202.31,0.10062893081761,0.238095238095238,0.0889507320567615,0,中等价值用户
U0180,8,13,38831.2,0.0251572327044025,0.5714285714285714,0.3113357319360265,1,高价值用户
U0181,7,13,102943.02,0.0220125786163522,0.5714285714285714,0.827371920250485,1,高价值用户
U0182,31,12,55268.37,0.0974842767295597,0.5238095238095238,0.4436385515015413,1,高价值用户
U0183,3,7,33490.57,0.0094339622641509,0.2857142857142857,0.2683489886428576,0,中等价值用户
U0184,85,6,24977.26,0.2672955974842767,0.238095238095238,0.1998253366495223,0,中等价值用户
U0185,52,2,4939.91,0.1635220125786163,0.0476190476190476,0.0385446598894067,0,中等价值用户
U0186,12,8,41815.23,0.0377358490566037,0.3333333333333333,0.3353541963473627,1,高价值用户
U0187,2,6,34139.11,0.0062893081761006,0.238095238095238,0.2735690886114665,0,中等价值用户
U0188,175,6,48905.54,0.550314465408805,0.238095238095238,0.3924241180305701,2,低流失风险用户
U0189,6,8,31734.25,0.0188679245283018,0.3333333333333333,0.2542123648773735,0,中等价值用户
U0190,175,2,895.66,0.550314465408805,0.0476190476190476,0.0059924822318273,2,低流失风险用户
U0191,41,3,26019.83,0.1289308176100629,0.0952380952380952,0.2082169850047086,0,中等价值用户
U0192,41,9,23820.12,0.1289308176100629,0.3809523809523809,0.1905115140978275,0,中等价值用户
U0193,29,5,51588.31,0.0911949685534591,0.1904761904761904,0.4140177400011268,1,高价值用户
U0194,30,10,29448.58,0.0943396226415094,0.4285714285714285,0.2358150017305355,0,中等价值用户
U0195,124,7,49686.37,0.389937106918239,0.2857142857142857,0.3987090205169069,2,低流失风险用户
U0196,8,5,28294.69,0.0251572327044025,0.1904761904761904,0.2265273384364008,0,中等价值用户
U0197,100,5,40630.05,0.3144654088050314,0.1904761904761904,0.3258146797704424,2,低流失风险用户
U0198,45,7,17605.11,0.1415094339622641,0.2857142857142857,0.1404868841507095,0,中等价值用户
U0199,4,3,6803.17,0.0125786163522012,0.0952380952380952,0.0535420439636507,0,中等价值用户
U0200,32,5,7955.459999999999,0.10062893081761,0.1904761904761904,0.0628168288540635,0,中等价值用户
U0201,34,6,66601.87999999999,0.1069182389937107,0.238095238095238,0.5348619998551178,1,高价值用户
U0202,231,4,11552.22,0.7264150943396226,0.1428571428571428,0.0917671584607087,2,低流失风险用户
U0203,174,6,22136.9,0.5471698113207547,0.238095238095238,0.1769632724023857,2,低流失风险用户
U0204,108,6,42247.42,0.3396226415094339,0.238095238095238,0.3388328946627065,2,低流失风险用户
U0205,1,4,1346.5700000000002,0.0031446540880503,0.1428571428571428,0.0096218578707169,0,中等价值用户
U0206,50,5,11869.86,0.1572327044025157,0.1904761904761904,0.0943238435595908,0,中等价值用户
U0207,66,5,11786.11,0.2075471698113207,0.1904761904761904,0.0936497396147747,0,中等价值用户
U0208,36,9,53435.02,0.1132075471698113,0.3809523809523809,0.4288819130868729,1,高价值用户
U0209,9,11,40077.82,0.0283018867924528,0.4761904761904761,0.3213697792158662,1,高价值用户
U0210,19,10,24794.44,0.0597484276729559,0.4285714285714285,0.1983538180442534,0,中等价值用户
U0211,28,10,21372.02,0.0880503144654088,0.4285714285714285,0.1708067515031512,0,中等价值用户
U0212,210,4,13872.22,0.660377358490566,0.1428571428571428,0.1104408438574038,2,低流失风险用户
U0213,150,6,9263.94,0.4716981132075472,0.238095238095238,0.0733487874177995,2,低流失风险用户
U0214,26,11,18127.17,0.0817610062893081,0.4761904761904761,0.1446889463051054,0,中等价值用户
U0215,0,6,24861.0,0.0,0.238095238095238,0.1988895596390827,0,中等价值用户
U0216,262,3,12844.37,0.8238993710691824,0.0952380952380952,0.1021676768164586,2,低流失风险用户
U0217,24,6,18854.08,0.0754716981132075,0.238095238095238,0.1505398465860156,0,中等价值用户
U0218,25,6,29569.53,0.0786163522012578,0.238095238095238,0.2367885285618847,0,中等价值用户
U0219,69,3,9835.85,0.2169811320754717,0.0952380952380952,0.0779520923381546,0,中等价值用户
U0220,38,11,24556.03,0.1194968553459119,0.4761904761904761,0.1964348553996732,0,中等价值用户
U0221,10,4,994.36,0.0314465408805031,0.1428571428571428,0.0067869187614195,0,中等价值用户
U0222,0,8,25285.56,0.0,0.3333333333333333,0.2023068440666779,0,中等价值用户
U0223,12,7,41189.22,0.0377358490566037,0.2857142857142857,0.3303154404011622,1,高价值用户
U0224,48,2,5777.419999999999,0.1509433962264151,0.0476190476190476,0.0452857798275903,0,中等价值用户
U0225,11,6,12411.28,0.0345911949685534,0.238095238095238,0.0986817343990212,0,中等价值用户
U0226,51,6,26130.77,0.160377358490566,0.238095238095238,0.209109941322773,0,中等价值用户
U0227,4,9,18441.39,0.0125786163522012,0.3809523809523809,0.147218103816032,0,中等价值用户
U0228,29,4,11038.84,0.0911949685534591,0.1428571428571428,0.0876349616465039,0,中等价值用户
U0229,91,7,24694.19,0.2861635220125786,0.2857142857142857,0.1975469055610557,0,中等价值用户
U0230,21,8,61542.22,0.0660377358490566,0.3333333333333333,0.4941367847455308,1,高价值用户
U0231,4,12,13263.67,0.0125786163522012,0.5238095238095238,0.1055426234918181,0,中等价值用户
U0232,50,8,50425.06,0.1572327044025157,0.3333333333333333,0.4046547380452192,1,高价值用户
U0233,12,7,21665.31,0.0377358490566037,0.2857142857142857,0.1731674433953911,0,中等价值用户
U0234,37,5,16239.39,0.1163522012578616,0.1904761904761904,0.129494200693824,0,中等价值用户
U0235,182,4,6121.18,0.5723270440251572,0.1428571428571428,0.0480527048672317,2,低流失风险用户
U0236,6,10,40964.75,0.0188679245283018,0.4285714285714285,0.3285086808490087,1,高价值用户
U0237,75,11,29934.91,0.2358490566037736,0.4761904761904761,0.2397294730318177,0,中等价值用户
U0238,2,8,39876.83,0.0062893081761006,0.3333333333333333,0.3197520102383309,1,高价值用户
U0239,131,9,55768.76,0.4119496855345912,0.3809523809523809,0.4476661917755293,1,高价值用户
U0240,46,5,56051.51000000001,0.1446540880503144,0.1904761904761904,0.4499420471832517,1,高价值用户
U0241,44,8,13566.64,0.1383647798742138,0.3333333333333333,0.1079812297265753,0,中等价值用户
U0242,129,8,28877.13,0.4056603773584906,0.3333333333333333,0.2312153993512504,2,低流失风险用户
U0243,158,3,5956.110000000001,0.4968553459119497,0.0952380952380952,0.0467240560532522,2,低流失风险用户
U0244,8,6,37138.68,0.0251572327044025,0.238095238095238,0.2977126345189513,0,中等价值用户
U0245,1,5,54449.54,0.0031446540880503,0.1904761904761904,0.4370477869268104,1,高价值用户
U0246,54,9,30172.07,0.1698113207547169,0.3809523809523809,0.2416383744234902,0,中等价值用户
U0247,43,6,8154.95,0.1352201257861635,0.238095238095238,0.0644225243281095,0,中等价值用户
U0248,2,6,3276.8500000000004,0.0062893081761006,0.238095238095238,0.0251586860808602,0,中等价值用户
U0249,43,6,6357.71,0.1352201257861635,0.238095238095238,0.0499565353874387,0,中等价值用户
U0250,34,3,7300.68,0.1069182389937107,0.0952380952380952,0.0575465031109394,0,中等价值用户
U0251,53,3,3315.46,0.1666666666666666,0.0952380952380952,0.0254694580606733,0,中等价值用户
U0252,131,4,30450.84,0.4119496855345912,0.1428571428571428,0.2438821948019543,2,低流失风险用户
U0253,48,8,59663.44,0.1509433962264151,0.3333333333333333,0.4790144801551848,1,高价值用户
U0254,186,1,1966.16,0.5849056603773585,0.0,0.0146089392219834,2,低流失风险用户
U0255,146,5,5743.47,0.4591194968553459,0.1904761904761904,0.0450125161986171,2,低流失风险用户
U0256,85,7,52790.04,0.2672955974842767,0.2857142857142857,0.4236904675665451,1,高价值用户
U0257,64,6,13031.84,0.2012578616352201,0.238095238095238,0.1036766232825441,0,中等价值用户
U0258,91,7,67520.44,0.2861635220125786,0.2857142857142857,0.542255491431837,1,高价值用户
U0259,42,12,43343.29,0.1320754716981132,0.5238095238095238,0.3476535548418773,1,高价值用户
U0260,8,5,32555.9,0.0251572327044025,0.1904761904761904,0.2608258276386642,0,中等价值用户
U0261,89,2,23525.28,0.279874213836478,0.0476190476190476,0.188138346251982,2,低流失风险用户
U0262,83,4,6267.48,0.2610062893081761,0.1428571428571428,0.0492302739075491,0,中等价值用户
U0263,15,5,83704.54,0.0471698113207547,0.1904761904761904,0.6725213499786701,1,高价值用户
U0264,41,7,7203.93,0.1289308176100629,0.2857142857142857,0.0567677621358832,0,中等价值用户
U0265,95,6,13424.13,0.2987421383647798,0.238095238095238,0.1068341664050741,0,中等价值用户
U0266,156,3,1777.14,0.490566037735849,0.0952380952380952,0.0130875168022923,2,低流失风险用户
U0267,79,8,26215.75,0.2484276729559748,0.3333333333333333,0.2097939455404502,0,中等价值用户
U0268,103,4,6624.4400000000005,0.3238993710691824,0.1428571428571428,0.0521034457778958,2,低流失风险用户
U0269,31,4,12863.94,0.0974842767295597,0.1428571428571428,0.1023251957919815,0,中等价值用户
U0270,8,4,42792.62,0.0251572327044025,0.1428571428571428,0.3432212107309298,0,中等价值用户
U0271,93,8,28449.16,0.2924528301886792,0.3333333333333333,0.227770667825723,0,中等价值用户
U0272,300,3,3589.26,0.9433962264150944,0.0952380952380952,0.0276732748975764,2,低流失风险用户
U0273,14,22,104255.03,0.0440251572327044,1.0,0.8379322917924323,1,高价值用户
U0274,90,5,26060.8,0.2830188679245283,0.1904761904761904,0.2085467526300115,0,中等价值用户
U0275,2,13,26852.76,0.0062893081761006,0.5714285714285714,0.2149212405122385,0,中等价值用户
U0276,30,6,71664.23,0.0943396226415094,0.238095238095238,0.5756088667809625,1,高价值用户
U0277,152,5,31185.09,0.4779874213836478,0.1904761904761904,0.2497921747599384,2,低流失风险用户
U0278,32,8,19393.93,0.10062893081761,0.3333333333333333,0.154885100491794,0,中等价值用户
U0279,26,9,52910.65,0.0817610062893081,0.3809523809523809,0.4246612577371034,1,高价值用户
U0280,44,8,27469.18,0.1383647798742138,0.3333333333333333,0.2198828065261311,0,中等价值用户
U0281,7,8,17176.77,0.0220125786163522,0.3333333333333333,0.1370391744943214,0,中等价值用户
U0282,134,5,27361.43,0.4213836477987421,0.1904761904761904,0.2190155265254871,2,低流失风险用户
U0283,54,10,70468.41,0.1698113207547169,0.4285714285714285,0.5659837088192918,1,高价值用户
U0284,156,9,18042.97,0.490566037735849,0.3809523809523809,0.1440112203092426,2,低流失风险用户
U0285,97,4,12806.55,0.3050314465408805,0.1428571428571428,0.1018632635484831,2,低流失风险用户
