user_id,order_time,category,quantity,amount,year,month,weekday,weekday_name
U0229,2024-04-26 21:22:00,食品饮料,5,81.75,2024,4,5,周五
U0122,2024-01-01 22:33:00,图书文具,6,1294.86,2024,1,1,周一
U0237,2024-09-28 20:38:00,美妆个护,6,2660.52,2024,9,6,周六
U0076,2024-06-02 10:36:00,图书文具,9,952.65,2024,6,7,周日
U0220,2024-03-09 22:48:00,图书文具,4,226.88,2024,3,6,周六
U0218,2024-12-06 14:35:00,食品饮料,5,413.55,2024,12,5,周五
U0010,2024-09-02 12:35:00,数码电子,4,7617.32,2024,9,1,周一
U0250,2024-05-26 17:31:00,食品饮料,8,1067.6,2024,5,7,周日
U0004,2024-01-16 15:15:00,数码电子,1,4342.63,2024,1,2,周二
U0160,2024-12-05 15:11:00,数码电子,3,9702.84,2024,12,4,周四
U0179,2024-04-10 19:02:00,食品饮料,1,132.04,2024,4,3,周三
U0043,2024-02-13 20:12:00,家居日用,2,81.56,2024,2,2,周二
U0242,2024-02-04 14:16:00,数码电子,8,15661.68,2024,2,7,周日
U0090,2024-04-24 16:06:00,家居日用,10,5604.2,2024,4,3,周三
U0075,2024-08-04 12:56:00,家居日用,10,3445.4,2024,8,7,周日
U0192,2024-08-14 08:34:00,家居日用,2,415.02,2024,8,3,周三
U0096,2024-05-31 14:31:00,美妆个护,1,414.31,2024,5,5,周五
U0279,2024-08-04 10:40:00,图书文具,1,162.63,2024,8,7,周日
U0084,2024-08-04 13:12:00,服装鞋帽,3,1806.39,2024,8,7,周日
U0233,2024-03-16 16:06:00,家居日用,4,1852.08,2024,3,6,周六
U0144,2024-03-09 10:11:00,食品饮料,4,544.56,2024,3,6,周六
U0053,2024-05-30 16:38:00,美妆个护,5,1533.8,2024,5,4,周四
U0223,2024-05-01 12:34:00,美妆个护,2,1163.64,2024,5,3,周三
U0009,2024-03-14 17:43:00,食品饮料,6,128.4,2024,3,4,周四
U0141,2024-06-16 17:08:00,数码电子,10,7756.9,2024,6,7,周日
U0029,2024-06-13 13:18:00,美妆个护,1,530.61,2024,6,4,周四
U0145,2024-11-22 16:44:00,家居日用,4,1229.0,2024,11,5,周五
U0275,2024-12-29 13:38:00,服装鞋帽,10,13623.4,2024,12,7,周日
U0039,2024-05-05 10:44:00,美妆个护,2,583.64,2024,5,7,周日
U0058,2024-05-27 19:07:00,美妆个护,9,4064.76,2024,5,1,周一
U0190,2024-07-09 19:48:00,食品饮料,8,864.24,2024,7,2,周二
U0117,2024-05-13 17:43:00,美妆个护,5,225.85,2024,5,1,周一
U0213,2024-07-21 19:36:00,家居日用,3,1678.11,2024,7,7,周日
U0047,2024-08-20 08:13:00,食品饮料,5,704.5,2024,8,2,周二
U0259,2024-05-23 14:56:00,服装鞋帽,10,14271.0,2024,5,4,周四
U0156,2024-01-08 17:27:00,家居日用,10,3167.3,2024,1,1,周一
U0178,2024-01-28 19:36:00,食品饮料,4,789.24,2024,1,7,周日
U0145,2024-07-19 08:52:00,家居日用,3,1979.4,2024,7,5,周五
U0082,2024-09-12 12:46:00,食品饮料,2,42.28,2024,9,4,周四
U0286,2024-08-29 18:44:00,美妆个护,7,1809.71,2024,8,4,周四
U0217,2024-12-07 18:26:00,食品饮料,1,96.4,2024,12,6,周六
U0099,2024-11-06 13:27:00,食品饮料,5,999.7,2024,11,3,周三
U0259,2024-01-23 12:52:00,美妆个护,10,5128.0,2024,1,2,周二
U0145,2024-03-25 21:08:00,图书文具,1,286.45,2024,3,1,周一
U0205,2024-09-16 21:00:00,食品饮料,8,1004.32,2024,9,1,周一
U0095,2024-03-12 14:25:00,数码电子,2,4814.48,2024,3,2,周二
U0259,2024-11-01 19:00:00,图书文具,5,155.4,2024,11,5,周五
U0251,2024-11-08 08:47:00,美妆个护,5,1954.15,2024,11,5,周五
U0075,2024-04-12 13:59:00,数码电子,6,18360.18,2024,4,5,周五
U0286,2024-11-30 18:50:00,数码电子,4,11039.44,2024,11,6,周六
U0030,2024-09-03 17:50:00,食品饮料,5,801.55,2024,9,2,周二
U0138,2024-07-02 08:09:00,食品饮料,4,378.12,2024,7,2,周二
U0034,2024-09-18 12:01:00,美妆个护,3,994.83,2024,9,3,周三
U0151,2024-07-01 22:10:00,图书文具,8,464.96,2024,7,1,周一
U0184,2024-10-07 10:31:00,服装鞋帽,2,1829.7,2024,10,1,周一
U0051,2024-10-03 12:17:00,家居日用,10,1498.4,2024,10,4,周四
U0001,2024-05-12 16:11:00,数码电子,2,1374.6,2024,5,7,周日
U0218,2024-10-27 18:08:00,数码电子,9,21885.03,2024,10,7,周日
U0214,2024-08-26 15:29:00,服装鞋帽,1,437.01,2024,8,1,周一
U0257,2024-01-08 08:34:00,美妆个护,4,565.68,2024,1,1,周一
U0127,2024-02-25 13:13:00,数码电子,7,18758.39,2024,2,7,周日
U0154,2024-01-14 18:55:00,服装鞋帽,7,7280.91,2024,1,7,周日
U0238,2024-12-28 22:59:00,美妆个护,2,559.0,2024,12,6,周六
U0227,2024-01-15 16:54:00,美妆个护,10,3471.0,2024,1,1,周一
U0273,2024-08-18 13:25:00,图书文具,9,2409.39,2024,8,7,周日
U0212,2024-01-25 11:09:00,服装鞋帽,9,6864.39,2024,1,4,周四
U0111,2024-08-15 22:21:00,数码电子,8,23626.8,2024,8,4,周四
U0236,2024-03-23 17:40:00,美妆个护,6,3250.8,2024,3,6,周六
U0226,2024-11-10 20:05:00,美妆个护,9,1418.31,2024,11,7,周日
U0150,2024-10-03 13:05:00,家居日用,8,5747.52,2024,10,4,周四
U0247,2024-08-30 22:39:00,美妆个护,4,2393.64,2024,8,5,周五
U0006,2024-11-17 11:27:00,服装鞋帽,4,151.16,2024,11,7,周日
U0118,2024-04-03 15:37:00,服装鞋帽,9,9775.17,2024,4,3,周三
U0203,2024-01-26 10:44:00,家居日用,5,788.8,2024,1,5,周五
U0118,2024-11-19 10:19:00,食品饮料,4,209.08,2024,11,2,周二
U0047,2024-01-01 17:13:00,图书文具,5,771.5,2024,1,1,周一
U0259,2024-06-09 13:49:00,数码电子,5,1818.55,2024,6,7,周日
U0172,2024-01-13 15:01:00,家居日用,1,119.67,2024,1,6,周六
U0273,2024-09-21 18:14:00,图书文具,7,1675.24,2024,9,6,周六
U0095,2024-10-31 12:59:00,家居日用,2,216.38,2024,10,4,周四
U0137,2024-03-16 10:34:00,食品饮料,8,1165.68,2024,3,6,周六
U0060,2024-11-15 20:07:00,服装鞋帽,9,10199.16,2024,11,5,周五
U0286,2024-10-17 12:36:00,美妆个护,3,1217.43,2024,10,4,周四
U0062,2024-05-11 16:44:00,数码电子,9,30876.84,2024,5,6,周六
U0295,2024-04-13 21:31:00,服装鞋帽,6,4940.88,2024,4,6,周六
U0063,2024-05-22 08:24:00,食品饮料,1,81.34,2024,5,3,周三
U0104,2024-04-13 10:38:00,服装鞋帽,6,8469.3,2024,4,6,周六
U0179,2024-02-11 11:14:00,美妆个护,1,329.41,2024,2,7,周日
U0231,2024-06-05 13:56:00,食品饮料,5,784.1,2024,6,3,周三
U0118,2024-10-20 20:30:00,家居日用,8,3897.04,2024,10,7,周日
U0015,2024-06-05 15:04:00,美妆个护,4,1755.64,2024,6,3,周三
U0130,2024-04-04 10:50:00,家居日用,4,2303.12,2024,4,4,周四
U0283,2024-03-09 11:10:00,图书文具,10,1060.4,2024,3,6,周六
U0134,2024-07-18 14:46:00,数码电子,10,29518.4,2024,7,4,周四
U0210,2024-04-20 15:59:00,服装鞋帽,4,5522.24,2024,4,6,周六
U0133,2024-10-19 15:41:00,食品饮料,10,184.4,2024,10,6,周六
U0051,2024-01-29 21:39:00,食品饮料,6,1095.48,2024,1,1,周一
U0257,2024-10-28 12:20:00,数码电子,4,2668.32,2024,10,1,周一
U0001,2024-11-14 13:54:00,服装鞋帽,8,7388.8,2024,11,4,周四
U0137,2024-07-20 11:56:00,美妆个护,10,2134.3,2024,7,6,周六
U0063,2024-08-31 16:25:00,服装鞋帽,6,3234.78,2024,8,6,周六
U0210,2024-12-12 08:42:00,服装鞋帽,3,1184.67,2024,12,4,周四
U0025,2024-06-28 13:52:00,食品饮料,1,157.2,2024,6,5,周五
U0150,2024-06-02 19:49:00,美妆个护,1,123.26,2024,6,7,周日
U0084,2024-12-26 08:19:00,图书文具,6,181.08,2024,12,4,周四
U0189,2024-12-25 08:06:00,食品饮料,7,617.54,2024,12,3,周三
U0211,2024-11-13 21:28:00,食品饮料,8,956.4,2024,11,3,周三
U0257,2024-03-18 10:46:00,数码电子,2,5391.12,2024,3,1,周一
U0113,2024-04-23 21:37:00,服装鞋帽,4,1189.72,2024,4,2,周二
U0055,2024-12-24 10:31:00,数码电子,10,44922.8,2024,12,2,周二
U0162,2024-03-27 14:27:00,数码电子,7,23181.69,2024,3,3,周三
U0247,2024-11-18 15:22:00,服装鞋帽,8,1464.32,2024,11,1,周一
U0239,2024-08-16 10:50:00,食品饮料,8,195.12,2024,8,5,周五
U0096,2024-03-28 21:31:00,图书文具,4,1134.4,2024,3,4,周四
U0182,2024-08-10 14:47:00,数码电子,7,22291.78,2024,8,6,周六
U0161,2024-05-30 12:18:00,美妆个护,3,1074.48,2024,5,4,周四
U0188,2024-03-22 09:00:00,美妆个护,4,859.2,2024,3,5,周五
U0195,2024-04-28 19:19:00,美妆个护,5,1287.3,2024,4,7,周日
U0222,2024-08-13 12:43:00,服装鞋帽,4,5850.32,2024,8,2,周二
U0280,2024-03-21 17:29:00,服装鞋帽,7,8440.53,2024,3,4,周四
U0209,2024-04-24 08:13:00,食品饮料,8,1130.16,2024,4,3,周三
U0281,2024-12-24 16:53:00,图书文具,4,176.08,2024,12,2,周二
U0029,2024-04-18 09:22:00,美妆个护,6,3301.74,2024,4,4,周四
U0042,2024-12-21 16:37:00,数码电子,1,2055.98,2024,12,6,周六
U0076,2024-03-27 12:41:00,图书文具,5,413.95,2024,3,3,周三
U0287,2024-05-13 18:39:00,数码电子,9,22469.94,2024,5,1,周一
U0173,2024-07-08 17:45:00,数码电子,6,22219.62,2024,7,1,周一
U0181,2024-10-18 10:25:00,美妆个护,5,2527.55,2024,10,5,周五
U0011,2024-06-12 08:58:00,服装鞋帽,6,4378.74,2024,6,3,周三
U0111,2024-05-31 13:21:00,美妆个护,8,1157.36,2024,5,5,周五
U0036,2024-08-26 11:18:00,服装鞋帽,4,422.4,2024,8,1,周一
U0201,2024-06-02 09:52:00,食品饮料,9,661.95,2024,6,7,周日
U0129,2024-08-04 20:42:00,数码电子,9,11427.21,2024,8,7,周日
U0131,2024-08-16 19:43:00,服装鞋帽,6,5385.84,2024,8,5,周五
U0275,2024-04-10 19:58:00,服装鞋帽,1,231.12,2024,4,3,周三
U0057,2024-11-06 08:46:00,家居日用,8,4873.04,2024,11,3,周三
U0149,2024-03-21 14:36:00,图书文具,6,1765.62,2024,3,4,周四
U0089,2024-09-24 22:58:00,数码电子,9,42507.81,2024,9,2,周二
U0086,2024-09-06 14:13:00,美妆个护,7,1347.22,2024,9,5,周五
U0176,2024-11-23 09:58:00,美妆个护,2,904.28,2024,11,6,周六
U0103,2024-09-29 21:30:00,服装鞋帽,2,2661.9,2024,9,7,周日
U0171,2024-07-01 14:43:00,食品饮料,4,636.76,2024,7,1,周一
U0210,2024-06-09 20:41:00,家居日用,2,58.56,2024,6,7,周日
U0170,2024-02-03 21:58:00,美妆个护,2,1129.32,2024,2,6,周六
U0227,2024-02-08 21:51:00,美妆个护,1,253.12,2024,2,4,周四
U0245,2024-08-23 16:15:00,家居日用,9,5552.46,2024,8,5,周五
U0065,2024-06-25 10:44:00,图书文具,8,717.92,2024,6,2,周二
U0146,2024-10-19 16:47:00,食品饮料,5,988.05,2024,10,6,周六
U0073,2024-10-31 16:23:00,家居日用,10,6404.1,2024,10,4,周四
U0198,2024-10-21 15:45:00,服装鞋帽,2,551.08,2024,10,1,周一
U0052,2024-09-16 18:07:00,家居日用,6,2940.66,2024,9,1,周一
U0107,2024-08-13 16:25:00,食品饮料,1,191.67,2024,8,2,周二
U0262,2024-01-05 12:53:00,食品饮料,9,1673.19,2024,1,5,周五
U0241,2024-03-01 18:41:00,服装鞋帽,2,1504.08,2024,3,5,周五
U0145,2024-08-03 10:31:00,服装鞋帽,6,5674.32,2024,8,6,周六
U0089,2024-11-24 11:13:00,美妆个护,2,570.62,2024,11,7,周日
U0123,2024-01-29 16:02:00,食品饮料,2,346.22,2024,1,1,周一
U0009,2024-02-09 16:04:00,服装鞋帽,2,1260.86,2024,2,5,周五
U0038,2024-11-23 18:04:00,数码电子,2,902.36,2024,11,6,周六
U0176,2024-10-10 12:12:00,食品饮料,2,203.1,2024,10,4,周四
U0224,2024-11-13 20:50:00,数码电子,3,5314.98,2024,11,3,周三
U0040,2024-12-12 20:44:00,食品饮料,6,639.9,2024,12,4,周四
U0168,2024-04-01 08:58:00,服装鞋帽,9,4688.91,2024,4,1,周一
U0045,2024-12-10 12:41:00,家居日用,6,956.94,2024,12,2,周二
U0133,2024-08-22 20:57:00,食品饮料,3,529.26,2024,8,4,周四
U0160,2024-12-28 12:29:00,数码电子,4,11212.4,2024,12,6,周六
U0077,2024-01-12 14:01:00,美妆个护,1,344.71,2024,1,5,周五
U0223,2024-12-19 19:23:00,美妆个护,3,283.5,2024,12,4,周四
U0074,2024-08-20 09:27:00,家居日用,5,454.9,2024,8,2,周二
U0196,2024-12-17 11:49:00,家居日用,1,619.08,2024,12,2,周二
U0193,2024-01-22 17:55:00,服装鞋帽,2,2622.32,2024,1,1,周一
U0192,2024-06-23 20:11:00,家居日用,3,1438.71,2024,6,7,周日
U0007,2024-01-29 18:32:00,图书文具,3,238.47,2024,1,1,周一
U0026,2024-08-13 20:03:00,食品饮料,3,279.06,2024,8,2,周二
U0039,2024-09-27 14:28:00,美妆个护,4,2028.68,2024,9,5,周五
U0175,2024-03-24 13:10:00,服装鞋帽,3,4283.31,2024,3,7,周日
U0236,2024-04-01 20:20:00,美妆个护,4,1002.4,2024,4,1,周一
U0257,2024-02-27 19:37:00,数码电子,3,612.33,2024,2,2,周二
U0281,2024-10-06 19:17:00,家居日用,8,1086.4,2024,10,7,周日
U0145,2024-04-02 12:07:00,服装鞋帽,2,2297.42,2024,4,2,周二
U0181,2024-01-24 19:57:00,服装鞋帽,4,4803.64,2024,1,3,周三
U0153,2024-08-09 21:06:00,食品饮料,4,355.64,2024,8,5,周五
U0166,2024-11-14 13:53:00,美妆个护,5,1811.75,2024,11,4,周四
U0072,2024-03-04 20:16:00,美妆个护,2,829.32,2024,3,1,周一
U0095,2024-06-14 18:44:00,食品饮料,1,190.77,2024,6,5,周五
U0267,2024-08-01 10:23:00,食品饮料,1,25.04,2024,8,4,周四
U0046,2024-06-08 22:15:00,图书文具,6,402.3,2024,6,6,周六
U0289,2024-08-20 20:29:00,食品饮料,4,299.08,2024,8,2,周二
U0103,2024-07-12 13:38:00,数码电子,10,40129.0,2024,7,5,周五
U0106,2024-10-31 15:10:00,美妆个护,3,1619.43,2024,10,4,周四
U0009,2024-09-18 16:38:00,食品饮料,2,374.72,2024,9,3,周三
U0178,2024-12-13 21:19:00,图书文具,7,1399.58,2024,12,5,周五
U0208,2024-11-09 13:25:00,服装鞋帽,9,2439.72,2024,11,6,周六
U0014,2024-01-12 14:11:00,美妆个护,9,4730.67,2024,1,5,周五
U0122,2024-05-26 14:45:00,家居日用,8,5590.0,2024,5,7,周日
U0183,2024-10-14 10:43:00,数码电子,6,21660.3,2024,10,1,周一
U0150,2024-02-06 15:40:00,服装鞋帽,3,449.52,2024,2,2,周二
U0243,2024-02-04 20:28:00,图书文具,1,252.93,2024,2,7,周日
U0213,2024-06-07 17:23:00,家居日用,5,1416.45,2024,6,5,周五
U0020,2024-05-31 09:48:00,服装鞋帽,9,6072.84,2024,5,5,周五
U0117,2024-12-19 11:01:00,数码电子,4,8550.08,2024,12,4,周四
U0243,2024-07-04 13:11:00,服装鞋帽,2,1916.78,2024,7,4,周四
U0225,2024-12-20 17:07:00,家居日用,7,3567.97,2024,12,5,周五
U0014,2024-11-29 09:54:00,美妆个护,5,300.5,2024,11,5,周五
U0041,2024-11-13 13:59:00,美妆个护,8,2848.48,2024,11,3,周三
U0084,2024-05-09 14:05:00,食品饮料,9,1746.36,2024,5,4,周四
U0066,2024-06-11 12:04:00,食品饮料,8,974.0,2024,6,2,周二
U0164,2024-10-27 14:46:00,服装鞋帽,10,1380.4,2024,10,7,周日
U0270,2024-03-20 17:28:00,数码电子,9,19646.01,2024,3,3,周三
U0276,2024-09-20 18:11:00,食品饮料,9,338.13,2024,9,5,周五
U0284,2024-04-30 18:36:00,美妆个护,5,2367.2,2024,4,2,周二
U0120,2024-02-13 15:27:00,图书文具,4,338.32,2024,2,2,周二
U0130,2024-10-19 11:25:00,美妆个护,1,90.82,2024,10,6,周六
U0198,2024-09-01 18:04:00,食品饮料,1,119.01,2024,9,7,周日
U0012,2024-10-02 12:49:00,服装鞋帽,2,1010.0,2024,10,3,周三
U0285,2024-07-03 14:30:00,服装鞋帽,2,1067.4,2024,7,3,周三
U0294,2024-12-05 14:44:00,家居日用,2,338.92,2024,12,4,周四
U0008,2024-12-06 08:54:00,美妆个护,6,3141.12,2024,12,5,周五
U0086,2024-06-23 09:00:00,数码电子,10,1367.0,2024,6,7,周日
U0145,2024-01-26 15:46:00,食品饮料,8,1280.96,2024,1,5,周五
U0289,2024-01-01 10:30:00,图书文具,5,1008.8,2024,1,1,周一
U0090,2024-08-07 09:49:00,图书文具,9,2345.4,2024,8,3,周三
U0089,2024-06-24 20:08:00,美妆个护,9,749.52,2024,6,1,周一
U0098,2024-04-11 21:03:00,图书文具,3,729.93,2024,4,4,周四
U0082,2024-10-05 10:44:00,服装鞋帽,1,206.71,2024,10,6,周六
U0089,2024-07-31 22:00:00,家居日用,10,3229.8,2024,7,3,周三
U0093,2024-10-31 08:34:00,家居日用,6,406.92,2024,10,4,周四
U0110,2024-11-25 09:45:00,食品饮料,3,332.28,2024,11,1,周一
U0117,2024-08-08 17:24:00,家居日用,5,1625.35,2024,8,4,周四
U0293,2024-10-26 11:14:00,服装鞋帽,7,8575.63,2024,10,6,周六
U0021,2024-04-16 14:15:00,美妆个护,9,3597.48,2024,4,2,周二
U0051,2024-09-27 11:20:00,美妆个护,6,797.04,2024,9,5,周五
U0052,2024-01-27 20:46:00,家居日用,3,1406.82,2024,1,6,周六
U0106,2024-06-06 09:01:00,食品饮料,4,662.08,2024,6,4,周四
U0263,2024-12-16 19:09:00,美妆个护,7,1338.82,2024,12,1,周一
U0241,2024-10-24 15:35:00,家居日用,4,315.04,2024,10,4,周四
U0172,2024-06-21 17:46:00,服装鞋帽,7,6774.88,2024,6,5,周五
U0277,2024-08-01 19:08:00,数码电子,9,29256.3,2024,8,4,周四
U0121,2024-05-04 17:07:00,食品饮料,10,548.5,2024,5,6,周六
U0068,2024-02-19 15:18:00,家居日用,7,3761.52,2024,2,1,周一
U0146,2024-06-12 17:32:00,数码电子,5,4408.35,2024,6,3,周三
U0108,2024-08-13 08:54:00,美妆个护,1,123.5,2024,8,2,周二
U0293,2024-05-22 10:27:00,服装鞋帽,10,4076.2,2024,5,3,周三
U0077,2024-09-10 16:01:00,服装鞋帽,7,7363.02,2024,9,2,周二
U0042,2024-05-04 14:40:00,食品饮料,7,500.57,2024,5,6,周六
U0019,2024-03-08 17:37:00,数码电子,7,27121.36,2024,3,5,周五
U0036,2024-08-19 12:32:00,家居日用,3,980.82,2024,8,1,周一
U0070,2024-07-14 20:48:00,家居日用,2,1077.98,2024,7,7,周日
U0027,2024-06-08 12:07:00,图书文具,8,1576.08,2024,6,6,周六
U0300,2024-02-27 10:21:00,图书文具,2,596.54,2024,2,2,周二
U0258,2024-04-11 08:34:00,数码电子,7,16469.39,2024,4,4,周四
U0264,2024-05-29 19:57:00,家居日用,5,742.45,2024,5,3,周三
U0287,2024-10-29 16:54:00,数码电子,9,37061.46,2024,10,2,周二
U0012,2024-05-24 19:07:00,家居日用,3,2227.41,2024,5,5,周五
U0237,2024-10-05 19:50:00,图书文具,5,1112.35,2024,10,6,周六
U0248,2024-12-29 08:56:00,图书文具,5,162.05,2024,12,7,周日
U0231,2024-10-14 08:52:00,家居日用,6,815.1,2024,10,1,周一
U0142,2024-10-18 08:22:00,数码电子,2,3871.0,2024,10,5,周五
U0258,2024-09-05 16:00:00,服装鞋帽,3,1840.68,2024,9,4,周四
U0154,2024-07-14 09:54:00,图书文具,3,710.85,2024,7,7,周日
U0143,2024-12-07 19:36:00,家居日用,10,4059.1,2024,12,6,周六
U0049,2024-02-11 13:17:00,美妆个护,3,1233.3,2024,2,7,周日
U0158,2024-05-13 10:15:00,家居日用,9,2383.2,2024,5,1,周一
U0163,2024-03-06 18:01:00,服装鞋帽,2,2874.52,2024,3,3,周三
U0256,2024-09-22 16:01:00,食品饮料,6,397.08,2024,9,7,周日
U0095,2024-09-26 08:45:00,图书文具,4,613.04,2024,9,4,周四
U0025,2024-05-20 12:33:00,美妆个护,2,627.08,2024,5,1,周一
U0079,2024-03-08 20:59:00,家居日用,4,1428.84,2024,3,5,周五
U0160,2024-12-14 18:01:00,家居日用,7,910.7,2024,12,6,周六
U0005,2024-09-22 16:01:00,图书文具,2,44.1,2024,9,7,周日
U0056,2024-03-23 16:34:00,美妆个护,9,4265.64,2024,3,6,周六
U0263,2024-03-20 19:32:00,家居日用,4,3189.56,2024,3,3,周三
U0273,2024-04-10 14:59:00,家居日用,4,2112.08,2024,4,3,周三
U0231,2024-06-26 22:36:00,家居日用,3,901.59,2024,6,3,周三
U0092,2024-01-14 14:36:00,美妆个护,6,3474.12,2024,1,7,周日
U0183,2024-03-02 18:20:00,图书文具,6,489.84,2024,3,6,周六
U0138,2024-11-09 15:38:00,美妆个护,1,207.63,2024,11,6,周六
U0242,2024-07-31 12:17:00,美妆个护,4,941.68,2024,7,3,周三
U0188,2024-07-09 12:51:00,美妆个护,10,937.8,2024,7,2,周二
U0034,2024-02-21 19:17:00,服装鞋帽,9,8394.3,2024,2,3,周三
U0042,2024-01-21 17:12:00,食品饮料,9,224.28,2024,1,7,周日
U0120,2024-05-08 09:59:00,美妆个护,1,507.71,2024,5,3,周三
U0232,2024-10-03 19:10:00,数码电子,8,35846.64,2024,10,4,周四
U0200,2024-03-19 08:59:00,美妆个护,3,243.9,2024,3,2,周二
U0087,2024-04-10 15:12:00,食品饮料,7,1012.76,2024,4,3,周三
U0109,2024-05-31 08:04:00,家居日用,5,1581.0,2024,5,5,周五
U0228,2024-05-18 11:14:00,服装鞋帽,7,8275.75,2024,5,6,周六
U0051,2024-09-17 12:29:00,图书文具,8,665.52,2024,9,2,周二
U0038,2024-04-20 19:16:00,食品饮料,9,715.32,2024,4,6,周六
U0049,2024-10-18 21:03:00,图书文具,9,1754.55,2024,10,5,周五
U0119,2024-07-08 22:49:00,数码电子,5,3349.55,2024,7,1,周一
U0258,2024-09-25 12:31:00,家居日用,2,222.4,2024,9,3,周三
U0271,2024-09-29 15:17:00,食品饮料,9,704.88,2024,9,7,周日
U0124,2024-04-23 13:51:00,图书文具,4,163.36,2024,4,2,周二
U0288,2024-06-22 08:55:00,美妆个护,3,1228.32,2024,6,6,周六
